collar_id,maker,battery_life,signal_distance,fail,antenna_length,weight
22,Collarium Inc.,106.9343911164332,4201.552902008651,0,5.363242155541145,20.436595284549483
23,Collarium Inc.,123.30646061412472,4214.994993476376,0,5.668403208517654,22.589836721355574
24,Collarium Inc.,113.45831751355276,4228.949608636587,0,6.076902930692613,22.38205167639776
25,Collarium Inc.,106.54429822085056,4289.131574886602,0,5.169740870729678,24.40550058822832
26,Collarium Inc.,109.2797229089457,4183.341900335021,1,5.9344569903815225,20.978210952798772
27,Collarium Inc.,122.60826788678334,4233.580897234565,0,6.181066760776162,20.869737165163816
28,Collarium Inc.,129.61449574942534,4208.022431189028,0,4.490272197824118,23.3712536941156
29,Collarium Inc.,110.78379421754994,4211.9573791996,0,6.701961833218941,21.264586455005407
30,Collarium Inc.,120.46416294241853,4274.889539332382,0,6.742607307174054,20.209665864861975
31,Collarium Inc.,118.85365746988616,4190.846294475271,0,4.515043890776944,21.989829729868426
32,Collarium Inc.,99.5530913837226,4176.686578960053,0,6.31676285483352,22.309453828569943
33,Collarium Inc.,108.68637705789388,4193.4136129414,0,6.743159767514537,24.15190046335083
34,Collarium Inc.,109.65955814018876,4215.246751051115,0,6.674399127519353,20.372132552762533
35,Collarium Inc.,103.9677690990192,4230.026556400059,0,4.630844472828251,21.755858319831077
36,Collarium Inc.,106.1102480965287,4208.118972191445,0,5.442299279577893,23.961244108593675
37,Collarium Inc.,120.25334554954703,4177.617265778279,0,6.683962782908566,23.05431298113524
38,Collarium Inc.,133.098532893484,4212.750493503705,0,6.699130912539179,22.33179346810699
39,Collarium Inc.,104.28065448255354,4174.26849985947,0,6.688635417331819,22.225473409770625
40,Collarium Inc.,104.82901831718902,4277.107228874567,0,4.13884719280234,21.46014771416562
41,Collarium Inc.,99.66753988946952,4148.967354760422,0,6.7483693684086,23.392772691398527
42,Collarium Inc.,121.47303030713954,4199.852675314252,0,4.541337621116111,22.94827375564323
43,Collarium Inc.,94.50357664261291,4188.913366142252,0,4.856352733230578,20.90314916436393
44,Collarium Inc.,118.64128485693657,4219.079015516017,0,7.65431330295257,23.064130805245263
45,Collarium Inc.,110.16731712994743,4241.831557352153,0,7.265109159494871,21.10619766170342
46,Collarium Inc.,105.41691701532606,4233.052101478693,0,7.441264618413357,20.76906723538872
47,Collarium Inc.,114.35524163016336,4194.802549886291,1,7.857584720638968,20.383422485185484
48,Budget Collars LLC,98.59934163237348,4219.163254040646,1,4.340386369770719,18.68520592027847
49,Budget Collars LLC,114.40083349021243,4318.155589272435,0,6.299194368604419,18.52928852021017
50,Budget Collars LLC,100.1371614036254,4289.70228867247,1,4.968090749930007,23.00313571567724
51,Budget Collars LLC,101.82697888643617,4294.447432118089,1,5.986372083827138,25.06154908496379
52,Budget Collars LLC,103.15287845717437,4279.022409320037,1,5.952748693618911,22.121085439430125
53,Budget Collars LLC,100.24156120805984,4242.566791793083,0,4.9476738217357745,18.60089645107492
54,Budget Collars LLC,102.61217322745624,4270.1121513141425,0,5.731554339975772,23.6113729994952
55,Budget Collars LLC,100.24089738323646,4295.699624822064,0,5.456129797077943,19.25057200592865
56,Budget Collars LLC,94.33932801518928,4238.552529169618,0,7.711108216852865,23.13455343403114
57,Budget Collars LLC,92.16550863925733,4222.513473080998,0,5.882695618548157,17.434700261962636
58,Budget Collars LLC,115.70690519499848,4242.493144162155,0,7.443607064612344,23.63117043719249
59,Budget Collars LLC,79.60626699016413,4159.650395832871,0,7.08881845961883,19.47801865977399
60,Budget Collars LLC,96.51307775675768,4283.829750232275,0,5.5596056127022555,18.429954245505428
61,Budget Collars LLC,91.42996228557264,4290.242943422026,0,5.762612830834345,18.881632715661866
62,Budget Collars LLC,99.29013741258592,4246.596564861087,1,5.9210382328222355,22.92876146707251
63,Budget Collars LLC,107.0674919186764,4249.278592169686,0,7.629841622638676,19.964316163879115
64,Budget Collars LLC,89.19166496713167,4296.184378615075,0,6.658746233351015,19.7623023738022
65,Budget Collars LLC,108.25724583543334,4148.0258765796225,0,5.099197943125198,19.463305929984124
66,Budget Collars LLC,100.59074849232717,4208.128198697616,0,6.257211116168513,18.05244448690243
67,Budget Collars LLC,104.6323549977424,4268.984653828195,0,3.7876590403301105,22.697583702224872
68,Budget Collars LLC,116.73832396659816,4215.533592384303,1,4.76498028053568,23.381879339541577
69,Budget Collars LLC,97.70065020203236,4304.210082634311,0,6.770968372946241,18.944688906282497
70,Budget Collars LLC,93.68597733564393,4222.008202515148,1,5.300325329934724,19.51442629460936
71,Budget Collars LLC,101.2370649303256,4209.2466173187895,1,5.337242587214258,21.39605575551023
72,Budget Collars LLC,91.22493903816476,4239.635673891638,0,6.801319578032414,20.796573484296044
73,Budget Collars LLC,112.28913152680634,4282.458625838002,0,6.924735799719371,17.919857603344852
74,Budget Collars LLC,92.84978380302408,4204.472277774301,0,6.006037719277793,22.333159142392397
75,Budget Collars LLC,114.50170896213,4277.081766512861,0,5.764448756138593,21.116179487177423
76,Budget Collars LLC,110.1369630317744,4261.658216479086,0,4.666431177031616,21.950716123775788
77,Budget Collars LLC,99.875451711232,4273.822399434094,0,5.678548578346787,20.902299161756712
78,Budget Collars LLC,106.75843333735932,4290.454018776796,0,7.614678827349636,22.4143353484348
79,Budget Collars LLC,84.40007742196997,4327.0918845099795,0,7.094548779324407,22.260978009570938
80,Budget Collars LLC,113.13501945225045,4240.686548031845,0,6.713665596319393,21.54100197890702
81,Budget Collars LLC,105.70003222343377,4265.634017463222,0,6.832484704941644,15.832537197831645
82,Budget Collars LLC,108.34849645556233,4294.764768085392,0,6.714831650968327,18.560304306818924
83,Budget Collars LLC,99.51156178941716,4299.361661183682,0,4.218443109696537,20.252525450180386
84,Budget Collars LLC,93.3763972646777,4205.1804325945195,0,5.264575831473744,18.07353070391043
85,Budget Collars LLC,109.88751758442784,4266.88820751735,1,5.811242528300601,19.733344005507057
86,Budget Collars LLC,103.04872825399694,4245.405814651044,1,7.393470866405712,21.96861890005199
87,Budget Collars LLC,101.88275979176072,4246.2395323215,0,7.311557691345843,22.51050003714744
88,Budget Collars LLC,89.43069967821738,4273.124561131705,1,6.718065687354541,20.355225840517665
89,Budget Collars LLC,107.40116408032628,4270.017792953902,1,5.777584986559515,21.21630926454194
90,Budget Collars LLC,111.5046390506911,4197.675025202862,0,6.939684018134569,21.79166592878808
91,Budget Collars LLC,99.1161201003174,4279.2084023736215,1,7.161082804253194,23.878996989087756
92,Budget Collars LLC,97.07171408399904,4279.297535075835,1,7.781368846966561,21.249803483058923
93,Budget Collars LLC,74.50690502686412,4227.86851084413,0,7.449498533594548,16.122155427947742
94,Budget Collars LLC,111.10451317236212,4197.270985152322,0,6.673110778945453,19.41338193372408
95,Budget Collars LLC,96.85671373682456,4237.017897783011,0,5.6215693776401086,18.897322254787543
96,Budget Collars LLC,103.82708878934795,4267.435853966746,1,5.735171811588259,21.30952678490631
97,Budget Collars LLC,98.98143568486618,4272.364838201597,0,6.3443182976503385,21.459201186068103
98,Budget Collars LLC,87.56850015174658,4220.626302533782,0,6.059668331482157,21.47655326206518
99,Budget Collars LLC,99.21031502541771,4267.345204772188,1,7.737515588211606,23.006505369537372
100,Budget Collars LLC,98.349725198216845,4295.579368992887,0,4.459305727445795,19.80199584640248
129,NA,103.730296980057,4321.9209601785005,NA,5.86306581608588,21.781898742297734
138,NA,91.202922480621325,4297.217551185908,NA,6.781410143323107,20.11665953784718
134,NA,87.95452217586336,4278.578019140581,NA,6.767415691772015,22.96026717389281
140,NA,79.89528584499877,4253.481545014662,NA,7.907263466567535,22.92923149644864
104,NA,126.50326265452972,4178.6963925707905,NA,4.823665332976439,23.252408190641997
118,NA,127.37647065084448,4208.275922091466,NA,5.670214142155465,23.585811378292583
105,NA,108.27735731440248,4189.307710249518,NA,6.670857381038578,22.135011483249706
127,NA,115.43480698026232,4202.439329926242,NA,5.175378894061067,24.553062036265416
111,NA,130.20486263422558,4184.314089893275,NA,4.314989566641153,24.07100705631064
125,NA,137.14195287384547,4158.144295271845,NA,6.942280833710978,20.93160758712865
143,NA,84.1620945939193,4287.351717567027,NA,7.162299672488828,20.12228392101407
147,NA,76.43632784876425,4290.030514607306,NA,6.677747365048986,22.062626636080623
116,NA,111.426962328639,4225.228150702585,NA,5.19684593685004,19.31093492582084
114,NA,115.43528376175782,4282.319746909739,NA,5.26633970189654,25.04682688831188
146,NA,80.9759951890669,4302.4759508621455,NA,7.293087515794041,19.052295033271925
113,NA,114.96376601717952,4214.226390916213,NA,5.57704958876875,22.604116336310373
144,NA,83.48907682537575,4329.704172220711,NA,6.264743901096619,22.842748855476955
135,NA,85.95529354921759,4302.480146184941,NA,7.93924920785746,21.27285138327575
107,NA,114.91850011360144,4169.608553737254,NA,5.4549000875093085,23.09763761156992
101,NA,132.46561493748322,4230.714489295649,NA,4.430220301399828,20.620711888962184
102,NA,122.62844447717085,4197.990446370939,NA,7.309910476064253,23.51814484892967
126,NA,112.6948183872768,4232.781421290074,NA,6.262402335599576,19.200079629126915
148,NA,89.69676654536542,4296.061701810179,NA,6.963248941287357,21.88769490597946
130,NA,100.52717028311255,4396.220821194562,NA,5.453628566023966,20.980158390344368
122,NA,110.93343197235735,4193.783300309309,NA,6.125969371036099,20.236622142992527
123,NA,115.95183756001832,4151.10948291967,NA,5.024284372138768,26.38677362557365
131,NA,83.76471928768339,4328.530847272836,NA,6.959072237418622,24.068496893193565
119,NA,123.16596957096908,4194.7265562815655,NA,5.821614793074227,24.605372344361506
139,NA,87.88050206301997,4346.467439640432,NA,5.995772199613874,17.548967675820577
145,NA,83.28226207870031,4249.322013253091,NA,5.342970403415041,20.61235018560254
112,NA,132.7029335518431,4186.255332113542,NA,6.744153686099841,23.32222431835368
117,NA,112.95349121971368,4174.076774947371,NA,6.232633581142686,21.046578036244533
133,NA,93.03396242779375,4282.117009666145,NA,6.945471954211894,18.099664260963092
128,NA,81.02312019082936,4330.8671105686435,NA,5.366927154810278,20.71993747747878
136,NA,89.4990856593346,4256.82338631814,NA,6.394466028267443,21.897128792569173
115,NA,131.9546052415433,4193.824959082872,NA,6.617665975483117,20.169525144961163
106,NA,115.15696033413433,4148.543824094052,NA,7.637391723917847,25.60662225018683
108,NA,130.75861471465706,4209.6045981738835,NA,5.279588644297825,22.67186887878333
110,NA,137.8590850724534,4225.17713645264,NA,4.3356231245779515,19.327614470758192
103,NA,123.19910916445772,4168.871437959904,NA,7.417648009832328,21.345760923014083
137,NA,63.07605733942143,4272.733616320727,NA,7.375228696248507,20.20232743718785
120,NA,116.00599034351715,4187.886667992898,NA,5.586383228172638,21.668302059602674
149,NA,81.77505223915028,4271.859624712933,NA,4.938082329647667,21.43545364657394
132,NA,78.00896406916793,4284.966545631607,NA,6.952620528782384,23.229334893934254
141,NA,73.6608862479097,4279.370355445931,NA,7.525335142003026,23.415457430677623
121,NA,129.59428478131295,4253.504765845732,NA,5.700862136366765,20.918721186504207
150,NA,74.29099939425019,4320.9106735111345,NA,5.68207391502666,23.96629679101826
124,NA,122.612227552402,4161.239797111337,NA,5.369048252749075,23.0909606306554
109,NA,128.84363216656945,4181.822826382727,NA,5.836903697729789,22.07222460686455
142,NA,85.79703542224729,4322.1454389461005,NA,6.4702827420738895,23.734208440047645
